complaint_id,student_id,hostel_id,complaint_text,category,subcategory,priority,ai_suggestion,status
CMP-2024-9515,STU-052,HST-075,Security guard often missing after 10 PM.,Safety/Security,Theft,Medium,Investigate immediately; if serious call police.,In Progress
CMP-2025-4586,STU-200,HST-026,TV volume too high in lounge.,Noise/Disturbance,Night Noise,Medium,Warn the noisy party and enforce quiet hours.,In Progress
CMP-2026-1562,STU-173,HST-072,Warden asking for extra money for repairs.,Billing/Payment Dispute,Unexpected Fee,High,Review charges with account; provide receipt.,Acknowledged
CMP-2025-5775,STU-037,HST-043,Roommate has guests late at night.,Roommate Issue,Guests,Medium,Mediate between roommates; offer room change if needed.,In Progress
CMP-2024-1861,STU-073,HST-043,Staff enters room without knocking.,Staff Behavior,Warden,Low,Counsel the staff member; involve owner if repeated.,Resolved
CMP-2025-7921,STU-129,HST-055,Hair found in food twice this week.,Food Quality,Portion Size,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2024-9978,STU-166,HST-010,Amount taken but no receipt provided.,Billing/Payment Dispute,Deposit Refund,Low,Review charges with account; provide receipt.,Submitted
CMP-2025-3681,STU-058,HST-033,Cleaner shouted at me for no reason.,Staff Behavior,Warden,Low,Counsel the staff member; involve owner if repeated.,In Progress
CMP-2026-1149,STU-106,HST-009,Canteen staff not wearing gloves.,Food Quality,Portion Size,High,Inspect kitchen and food storage; check hygiene.,In Progress
CMP-2025-3943,STU-054,HST-022,My stuff used without asking.,Roommate Issue,Cleanliness,Low,Mediate between roommates; offer room change if needed.,Submitted
CMP-2025-5014,STU-027,HST-047,Cupboard door off its hinges.,Maintenance,Plumbing,Low,Assign technician to fix the issue within 24 hours.,Acknowledged
CMP-2026-7150,STU-151,HST-001,"Window latch broken, cannot close properly.",Maintenance,Plumbing,Medium,Assign technician to fix the issue within 24 hours.,Resolved
CMP-2024-2999,STU-119,HST-025,"Floor has sticky stains, not mopped properly.",Cleanliness,Pest Control,Medium,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2026-2549,STU-030,HST-001,Food bill is higher than agreed.,Billing/Payment Dispute,Unexpected Fee,Low,Review charges with account; provide receipt.,Submitted
CMP-2026-9806,STU-190,HST-066,Canteen staff not wearing gloves.,Food Quality,Portion Size,High,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2024-9501,STU-010,HST-027,Lunch rice was spoiled yesterday.,Food Quality,Portion Size,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2025-6149,STU-065,HST-070,Internet quota exhausted too quickly.,Other,General,Low,Review student request and respond within 48 hours.,Submitted
CMP-2024-2386,STU-101,HST-041,Common washroom is very dirty and smelly.,Cleanliness,Room Cleaning,High,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2024-5925,STU-159,HST-005,Bathroom mirror and sink are never cleaned.,Cleanliness,Common Area,Low,Schedule housekeeping to clean the area immediately.,Acknowledged
CMP-2026-6769,STU-042,HST-035,"Bed frame creaking loudly, needs oiling.",Maintenance,Door/Window,Medium,Assign technician to fix the issue within 24 hours.,Acknowledged
CMP-2024-3198,STU-188,HST-016,I want to change my room.,Other,Suggestion,Medium,Review student request and respond within 48 hours.,Submitted
CMP-2025-7255,STU-198,HST-051,My mattress is too old and uncomfortable.,Other,Suggestion,Medium,Review student request and respond within 48 hours.,Submitted
CMP-2024-2156,STU-069,HST-059,Canteen staff not wearing gloves.,Food Quality,Portion Size,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2024-6183,STU-021,HST-043,Feeling unsafe due to unverified visitors.,Safety/Security,Unauthorized Entry,Medium,Investigate immediately; if serious call police.,Submitted
CMP-2026-9984,STU-038,HST-039,Warden is very rude when approached.,Staff Behavior,Security,Medium,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2024-5483,STU-195,HST-070,Staff enters room without knocking.,Staff Behavior,Warden,Low,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2026-6022,STU-116,HST-074,"Geyser not working, no hot water.",Maintenance,Plumbing,Low,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-3797,STU-079,HST-002,Double charged for this month's rent.,Billing/Payment Dispute,Overcharging,High,Review charges with account; provide receipt.,Submitted
CMP-2025-8812,STU-181,HST-075,My stuff used without asking.,Roommate Issue,Personal Space,Medium,Mediate between roommates; offer room change if needed.,In Progress
CMP-2026-5380,STU-067,HST-020,Lunch rice was spoiled yesterday.,Food Quality,Hygiene,Low,Inspect kitchen and food storage; check hygiene.,Submitted
CMP-2025-6799,STU-150,HST-038,Tiles cracked in common washroom.,Maintenance,Other Maintenance,Medium,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-6000,STU-082,HST-031,Admin added maintenance fee without notice.,Billing/Payment Dispute,Unexpected Fee,Low,Review charges with account; provide receipt.,In Progress
CMP-2024-3705,STU-058,HST-030,"Floor has sticky stains, not mopped properly.",Cleanliness,Common Area,High,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2026-3235,STU-010,HST-009,"Bed frame creaking loudly, needs oiling.",Maintenance,Plumbing,Low,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2024-7962,STU-161,HST-026,Security deposit not refunded after leaving.,Billing/Payment Dispute,Deposit Refund,High,Review charges with account; provide receipt.,In Progress
CMP-2024-9577,STU-156,HST-002,Internet quota exhausted too quickly.,Other,Room Change,High,Review student request and respond within 48 hours.,Submitted
CMP-2025-7211,STU-064,HST-068,My roommate plays loud music after 11 PM.,Noise/Disturbance,Night Noise,Medium,Warn the noisy party and enforce quiet hours.,Submitted
CMP-2024-5752,STU-184,HST-065,"Dal has a weird smell, looks old.",Food Quality,Hygiene,Low,Inspect kitchen and food storage; check hygiene.,In Progress
CMP-2024-5994,STU-050,HST-002,Gate left unlocked at night.,Safety/Security,Security Guard,Medium,Investigate immediately; if serious call police.,Submitted
CMP-2025-6798,STU-141,HST-050,Need a warmer blanket for winter.,Other,General,High,Review student request and respond within 48 hours.,Submitted
CMP-2024-2388,STU-039,HST-072,Bathroom mirror and sink are never cleaned.,Cleanliness,Room Cleaning,High,Schedule housekeeping to clean the area immediately.,Submitted
CMP-2024-8711,STU-142,HST-011,No place to dry clothes inside.,Other,Suggestion,Medium,Review student request and respond within 48 hours.,Acknowledged
CMP-2025-8198,STU-129,HST-047,Warden doesn't listen to complaints.,Staff Behavior,Cleaner,Medium,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2024-4105,STU-092,HST-032,"Repeatedly same menu, no variety.",Food Quality,Taste,Low,Inspect kitchen and food storage; check hygiene.,In Progress
CMP-2024-8852,STU-036,HST-055,CCTV camera not working near entrance.,Safety/Security,Theft,Low,Investigate immediately; if serious call police.,Submitted
CMP-2025-7551,STU-159,HST-034,My phone went missing from study room.,Safety/Security,Theft,Medium,Investigate immediately; if serious call police.,In Progress
CMP-2024-4874,STU-020,HST-031,Need permission to keep a bicycle inside.,Other,Curfew,Medium,Review student request and respond within 48 hours.,Submitted
CMP-2025-2353,STU-199,HST-050,Tiles cracked in common washroom.,Maintenance,Other Maintenance,Medium,Assign technician to fix the issue within 24 hours.,Submitted
CMP-2025-5052,STU-025,HST-004,Cleaner shouted at me for no reason.,Staff Behavior,Cook,Medium,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2026-3436,STU-002,HST-070,Warden threatened to fine for a minor rule.,Staff Behavior,Cook,Medium,Counsel the staff member; involve owner if repeated.,Submitted
CMP-2025-1289,STU-171,HST-040,Construction noise from next building all day.,Noise/Disturbance,Night Noise,Low,Warn the noisy party and enforce quiet hours.,Resolved
CMP-2024-4633,STU-150,HST-025,Students shouting late at night in common room.,Noise/Disturbance,Night Noise,Medium,Warn the noisy party and enforce quiet hours.,Acknowledged
CMP-2025-6956,STU-071,HST-034,Roommate's friends hang out in our room all the time.,Roommate Issue,Personal Space,Low,Mediate between roommates; offer room change if needed.,Submitted
CMP-2026-6269,STU-042,HST-026,My phone went missing from study room.,Safety/Security,CCTV Issue,High,Investigate immediately; if serious call police.,Submitted
